suburb,rooms,type,price,method,maintenance_score,seller_g,bedroom2,bathroom,car,building_area,council_area,region_name,size_class
Chadstone,3,h,932000.0,S,6,Woodards,2.0,2.0,1.0,406.0,Monash City Council,Southern Metropolitan,large
Chadstone,3,h,882000.0,SP,7,Buxton,3.0,1.0,1.0,86.0,Monash City Council,Southern Metropolitan,tiny
Chelsea,4,h,1000500.0,SP,10,hockingstuart,2.0,2.0,0.0,237.0,Kingston City Council,South-Eastern Metropolitan,medium
Chelsea,2,u,690000.0,S,10,Eview,1.0,1.0,1.0,106.0,Kingston City Council,South-Eastern Metropolitan,tiny
Chelsea,3,h,820000.0,VB,0,hockingstuart,3.0,2.0,2.0,330.0,Kingston City Council,South-Eastern Metropolitan,large
Chelsea Heights,3,h,715000.0,S,6,Thomson,3.0,1.0,2.0,251.0,Kingston City Council,South-Eastern Metropolitan,medium
Cheltenham,3,h,1270000.0,S,8,O'Brien,3.0,2.0,2.0,149.0,Bayside City Council,Southern Metropolitan,small
Cheltenham,3,h,975000.0,S,0,O'Brien,3.0,2.0,2.0,0.0,Bayside City Council,Southern Metropolitan,tiny
Cheltenham,2,u,681000.0,S,8,Thomson,1.0,1.0,1.0,117.0,Bayside City Council,Southern Metropolitan,small
Cheltenham,3,t,865000.0,PI,8,Buxton,1.0,1.0,0.0,539.0,Bayside City Council,Southern Metropolitan,extra-large
Cheltenham,3,h,1288000.0,S,7,Hodges,3.0,1.0,2.0,67.0,Bayside City Council,Southern Metropolitan,tiny
Cheltenham,3,h,1323000.0,S,0,Buxton,3.0,2.0,2.0,593.0,Bayside City Council,Southern Metropolitan,extra-large
Cheltenham,3,u,990000.0,S,9,Ray,3.0,2.0,2.0,137.0,Bayside City Council,Southern Metropolitan,small
Chirnside Park,3,h,765000.0,S,7,Win,3.0,1.0,2.0,144.0,Yarra Ranges Shire Council,Eastern Victoria,small
Clarinda,3,h,891500.0,S,0,Woodards,3.0,1.0,1.0,224.0,Kingston City Council,South-Eastern Metropolitan,medium
Clayton,3,h,1100000.0,PI,10,Win,4.0,2.0,2.0,130.0,Monash City Council,South-Eastern Metropolitan,small
Clayton South,3,t,785000.0,S,2,Barry,3.0,2.0,2.0,147.0,Kingston City Council,South-Eastern Metropolitan,small
Clayton South,4,h,877500.0,S,9,Ray,4.0,2.0,3.0,154.0,Kingston City Council,South-Eastern Metropolitan,small
Clayton South,3,h,955000.0,S,2,Fletchers,3.0,1.0,1.0,115.0,Kingston City Council,South-Eastern Metropolitan,small
Clifton Hill,3,h,1746000.0,S,1,Collins,3.0,2.0,0.0,139.0,Yarra City Council,Northern Metropolitan,small
Clifton Hill,2,u,600000.0,VB,3,Nelson,1.0,2.0,0.0,288.0,Yarra City Council,Northern Metropolitan,large
Coburg,4,h,360624.0,SN,4,Ray,4.0,2.0,4.0,200.0,Darebin City Council,Northern Metropolitan,medium
Coburg,2,h,920000.0,S,5,Nelson,2.0,1.0,1.0,191.0,Darebin City Council,Northern Metropolitan,medium
Coburg,3,h,452653.0,VB,10,Nelson,3.0,3.0,1.0,137.0,Darebin City Council,Northern Metropolitan,small
Coburg,4,h,800000.0,VB,0,hockingstuart,4.0,1.0,1.0,341.0,Darebin City Council,Northern Metropolitan,large
Coburg,3,t,1083736.0,SP,6,Jellis,3.0,2.0,2.0,144.0,Darebin City Council,Northern Metropolitan,small
Coburg,3,t,730000.0,S,9,Barry,3.0,2.0,1.0,138.0,Darebin City Council,Northern Metropolitan,small
Coburg,2,u,666500.0,S,4,Walshe,1.0,1.0,1.0,569.0,Darebin City Council,Northern Metropolitan,extra-large
Coburg,4,h,316985.0,S,3,Woodards,4.0,2.0,2.0,250.0,Darebin City Council,Northern Metropolitan,medium
Coburg North,3,h,825000.0,S,0,Barry,3.0,2.0,2.0,25.0,Darebin City Council,Northern Metropolitan,tiny
Coburg North,2,h,830000.0,PI,9,Brad,2.0,1.0,1.0,35.0,Darebin City Council,Northern Metropolitan,tiny
Collingwood,2,u,535106.0,VB,6,Jellis,1.0,2.0,0.0,104.0,Yarra City Council,Northern Metropolitan,tiny
Collingwood,2,u,442994.0,SP,4,Jellis,2.0,1.0,0.0,394.0,Yarra City Council,Northern Metropolitan,large
Collingwood,3,h,417183.0,SN,9,Peter,3.0,1.0,0.0,96.0,Yarra City Council,Northern Metropolitan,tiny
Collingwood,2,t,750000.0,VB,0,Jellis,2.0,2.0,1.0,292.0,Yarra City Council,Northern Metropolitan,large
Collingwood,3,h,1102979.0,S,1,Nelson,3.0,1.0,1.0,95.0,Yarra City Council,Northern Metropolitan,tiny
Coolaroo,3,h,432000.0,SP,2,Stockdale,3.0,1.0,2.0,573.0,Hume City Council,Northern Metropolitan,extra-large
Craigieburn,4,h,625000.0,S,9,LJ,4.0,2.0,2.0,200.0,Hume City Council,Northern Metropolitan,medium
Craigieburn,4,h,520000.0,S,9,Ray,4.0,2.0,2.0,140.0,Hume City Council,Northern Metropolitan,small
Craigieburn,3,h,434000.0,S,5,Jason,3.0,2.0,1.0,116.0,Hume City Council,Northern Metropolitan,small
Craigieburn,3,h,505000.0,SP,1,LJ,3.0,2.0,2.0,574.0,Hume City Council,Northern Metropolitan,extra-large
Craigieburn,3,h,515000.0,S,0,YPA,3.0,2.0,1.0,131.0,Hume City Council,Northern Metropolitan,small
Craigieburn,4,h,530000.0,S,6,Barry,4.0,2.0,2.0,140.0,Hume City Council,Northern Metropolitan,small
Craigieburn,4,h,590000.0,S,4,LJ,4.0,2.0,2.0,0.0,Hume City Council,Northern Metropolitan,tiny
Craigieburn,4,h,715000.0,S,1,Raine,4.0,2.0,2.0,237.0,Hume City Council,Northern Metropolitan,medium
Craigieburn,3,h,500000.0,SP,8,Jason,3.0,2.0,2.0,392.0,Hume City Council,Northern Metropolitan,large
Cranbourne,4,h,742811.0,PI,3,O'Brien,4.0,2.0,2.0,223.0,Casey City Council,South-Eastern Metropolitan,medium
Cranbourne,4,h,847500.0,S,5,O'Brien,4.0,2.0,4.0,226.0,Casey City Council,South-Eastern Metropolitan,medium
Cremorne,2,h,1310000.0,S,0,Biggin,2.0,1.0,0.0,197.0,Yarra City Council,Northern Metropolitan,medium
Croydon,3,h,980893.0,PI,2,Philip,3.0,1.0,2.0,227.0,Maroondah City Council,Eastern Metropolitan,medium
Croydon,3,h,691000.0,S,6,Jellis,2.0,2.0,0.0,373.0,Maroondah City Council,Eastern Metropolitan,large
Croydon,2,h,380125.0,PI,4,Barry,2.0,1.0,2.0,85.0,Maroondah City Council,Eastern Metropolitan,tiny
Croydon,4,h,1000000.0,PI,2,hockingstuart,4.0,2.0,2.0,177.0,Maroondah City Council,Eastern Metropolitan,medium
Croydon,3,h,825000.0,SP,6,Barry,3.0,2.0,2.0,459.0,Maroondah City Council,Eastern Metropolitan,extra-large
Croydon North,3,h,219954.0,SP,1,hockingstuart,3.0,1.0,2.0,112.0,Maroondah City Council,Eastern Metropolitan,small
Dallas,4,h,600000.0,SP,8,Barry,4.0,2.0,2.0,144.0,Hume City Council,Northern Metropolitan,small
Dallas,3,h,548000.0,S,8,RW,3.0,1.0,1.0,491.0,Hume City Council,Northern Metropolitan,extra-large
Dallas,3,h,358922.0,SN,7,YPA,3.0,1.0,2.0,44.0,Hume City Council,Northern Metropolitan,tiny
Dandenong,4,h,570000.0,SP,8,LJH,4.0,2.0,2.0,109.0,Greater Dandenong City Council,South-Eastern Metropolitan,small
Dandenong,2,u,427000.0,S,5,C21,2.0,1.0,1.0,305.0,Greater Dandenong City Council,South-Eastern Metropolitan,large
Dandenong,3,h,585000.0,S,10,C21,3.0,1.0,2.0,244.0,Greater Dandenong City Council,South-Eastern Metropolitan,medium
Dandenong,3,h,645000.0,SP,4,C21,3.0,1.0,3.0,134.0,Greater Dandenong City Council,South-Eastern Metropolitan,small
Dandenong,5,h,1055000.0,S,0,Raine,5.0,2.0,4.0,212.0,Greater Dandenong City Council,South-Eastern Metropolitan,medium
Dandenong North,5,h,867635.0,PI,3,Del,5.0,2.0,5.0,408.0,Greater Dandenong City Council,South-Eastern Metropolitan,large
Deer Park,3,t,521500.0,S,0,Prof.,3.0,2.0,2.0,429.0,Brimbank City Council,Western Metropolitan,extra-large
Deer Park,3,h,596000.0,S,9,HAR,3.0,1.0,2.0,349.0,Brimbank City Council,Western Metropolitan,large
Delahey,3,h,585000.0,S,3,Barry,3.0,1.0,2.0,432.0,Brimbank City Council,Western Metropolitan,extra-large
Delahey,3,h,498000.0,S,8,Calder,3.0,1.0,0.0,105.0,Brimbank City Council,Western Metropolitan,tiny
Diamond Creek,5,h,406410.0,PI,3,Ray,5.0,3.0,2.0,585.0,Nillumbik Shire Council,Northern Victoria,extra-large
Dingley Village,3,t,740000.0,S,2,Buxton,3.0,2.0,2.0,445.0,Kingston City Council,South-Eastern Metropolitan,extra-large
Dingley Village,4,h,927000.0,S,3,Buxton,4.0,2.0,2.0,151.0,Kingston City Council,South-Eastern Metropolitan,small
Docklands,3,u,795000.0,VB,9,MICM,2.0,2.0,1.0,299.0,Melbourne City Council,Southern Metropolitan,large
Doncaster,4,h,1380000.0,PI,4,Barry,4.0,2.0,2.0,183.0,Manningham City Council,Eastern Metropolitan,medium
Doncaster East,3,h,1055000.0,S,5,Parkes,2.0,1.0,0.0,525.0,Manningham City Council,Eastern Metropolitan,extra-large
Donvale,4,h,969000.0,PI,7,Barry,4.0,2.0,1.0,133.0,Manningham City Council,Eastern Metropolitan,small
Donvale,4,h,1025000.0,PI,6,Barry,4.0,1.0,2.0,166.0,Manningham City Council,Eastern Metropolitan,medium
East Melbourne,1,u,515000.0,S,5,Dingle,2.0,1.0,0.0,216.0,Melbourne City Council,Northern Metropolitan,medium
Edithvale,2,h,715000.0,S,2,Barry,2.0,2.0,1.0,90.0,Kingston City Council,South-Eastern Metropolitan,tiny
Edithvale,2,u,618000.0,SP,9,hockingstuart,1.0,1.0,1.0,249.0,Kingston City Council,South-Eastern Metropolitan,medium
Elsternwick,1,u,405000.0,S,4,Woodards,1.0,2.0,0.0,290.0,Glen Eira City Council,Southern Metropolitan,large
Eltham,3,h,1560000.0,S,10,Fletchers,5.0,2.0,2.0,265.0,Banyule City Council,Eastern Metropolitan,large
Eltham,4,h,920000.0,S,4,Morrison,4.0,3.0,2.0,478.0,Banyule City Council,Eastern Metropolitan,extra-large
Eltham,3,h,720000.0,VB,4,Buckingham,3.0,2.0,2.0,433.0,Banyule City Council,Eastern Metropolitan,extra-large
Eltham,4,h,960000.0,PI,1,Buckingham,4.0,2.0,4.0,180.0,Banyule City Council,Eastern Metropolitan,medium
Eltham,3,h,860000.0,S,10,Nelson,3.0,2.0,2.0,161.0,Banyule City Council,Eastern Metropolitan,small
Elwood,1,u,652491.0,W,1,McGrath,1.0,1.0,1.0,207.0,Port Phillip City Council,Southern Metropolitan,medium
Elwood,2,u,525000.0,S,1,Chisholm,2.0,2.0,1.0,251.0,Port Phillip City Council,Southern Metropolitan,medium
Elwood,2,u,770000.0,S,3,Buxton,1.0,2.0,1.0,457.0,Port Phillip City Council,Southern Metropolitan,extra-large
Epping,3,h,570000.0,SP,0,Ristic,3.0,1.0,2.0,106.0,Whittlesea City Council,Northern Metropolitan,tiny
Epping,4,h,766000.0,S,5,Melbourne,4.0,2.0,2.0,230.0,Whittlesea City Council,Northern Metropolitan,medium
Epping,3,h,567000.0,S,5,hockingstuart,1.0,1.0,0.0,466.0,Whittlesea City Council,Northern Metropolitan,extra-large
Epping,3,h,630000.0,S,9,Iconek,3.0,1.0,2.0,110.0,Whittlesea City Council,Northern Metropolitan,small
Epping,4,h,880000.0,S,8,HAR,4.0,2.0,2.0,232.0,Whittlesea City Council,Northern Metropolitan,medium
Epping,2,u,457000.0,S,9,HAR,2.0,1.0,1.0,554.0,Whittlesea City Council,Northern Metropolitan,extra-large
Epping,4,h,660000.0,SP,10,Ray,4.0,2.0,2.0,181.0,Whittlesea City Council,Northern Metropolitan,medium
Essendon,3,u,1020000.0,S,4,Nelson,2.0,2.0,1.0,77.0,Moonee Valley City Council,Western Metropolitan,tiny
Essendon,5,h,1850000.0,PI,9,Bullen,5.0,2.0,2.0,222.0,Moonee Valley City Council,Western Metropolitan,medium
Essendon,1,u,330500.0,S,8,Brad,1.0,1.0,1.0,242.0,Moonee Valley City Council,Western Metropolitan,medium
Fairfield,2,h,793472.0,S,0,Jellis,2.0,1.0,1.0,118.0,Darebin City Council,Northern Metropolitan,small
Fairfield,3,h,2460000.0,PI,5,Nelson,3.0,1.0,3.0,407.0,Darebin City Council,Northern Metropolitan,large
Fawkner,3,h,706000.0,S,4,hockingstuart,3.0,1.0,2.0,126.0,Hume City Council,Northern Metropolitan,small
Ferntree Gully,3,h,675000.0,S,5,Stockdale,3.0,1.0,2.0,386.0,Knox City Council,Eastern Metropolitan,large
Ferntree Gully,4,h,860000.0,VB,0,Appleby,4.0,2.0,2.0,195.0,Knox City Council,Eastern Metropolitan,medium
Ferntree Gully,3,h,735000.0,S,3,hockingstuart,3.0,2.0,3.0,104.0,Knox City Council,Eastern Metropolitan,tiny
Fitzroy,3,t,1350000.0,S,1,Jellis,2.0,1.0,0.0,440.0,Yarra City Council,Northern Metropolitan,extra-large
Fitzroy,2,u,738613.0,SP,9,Jellis,1.0,2.0,1.0,172.0,Yarra City Council,Northern Metropolitan,medium
Fitzroy,2,u,608500.0,SP,10,Jellis,2.0,2.0,0.0,43.0,Yarra City Council,Northern Metropolitan,tiny
Fitzroy North,1,u,290000.0,S,8,Nelson,2.0,1.0,0.0,74.0,Moreland City Council,Northern Metropolitan,tiny
Fitzroy North,1,h,920000.0,S,6,Collins,1.0,1.0,0.0,60.0,Moreland City Council,Northern Metropolitan,tiny
Flemington,2,u,540000.0,SP,0,Pagan,1.0,1.0,1.0,471.0,Melbourne City Council,Northern Metropolitan,extra-large
Footscray,4,h,1310000.0,SP,10,Jas,4.0,1.0,4.0,261.0,Maribyrnong City Council,Western Metropolitan,large
Footscray,2,t,685000.0,SP,3,Nelson,2.0,1.0,2.0,76.0,Maribyrnong City Council,Western Metropolitan,tiny
Frankston,3,h,590000.0,S,1,hockingstuart,2.0,2.0,1.0,405.0,Frankston City Council,South-Eastern Metropolitan,large
Frankston,3,h,825000.0,S,8,hockingstuart,3.0,1.0,1.0,171.0,Frankston City Council,South-Eastern Metropolitan,medium
Frankston,3,h,1033792.0,SP,9,hockingstuart,3.0,1.0,1.0,104.0,Frankston City Council,South-Eastern Metropolitan,tiny
Frankston,3,h,855000.0,S,3,hockingstuart,3.0,1.0,2.0,151.0,Frankston City Council,South-Eastern Metropolitan,small
Frankston,3,t,480741.0,VB,9,Barry,1.0,1.0,0.0,363.0,Frankston City Council,South-Eastern Metropolitan,large
Frankston North,3,h,450000.0,SP,2,Ray,3.0,1.0,2.0,111.0,Frankston City Council,Eastern Victoria,small
Frankston North,3,h,500000.0,VB,6,hockingstuart,3.0,1.0,1.0,53.0,Frankston City Council,Eastern Victoria,tiny
Frankston South,3,h,563000.0,S,1,O'Brien,3.0,1.0,1.0,120.0,Frankston City Council,South-Eastern Metropolitan,small
Frankston South,3,h,393346.0,S,8,hockingstuart,3.0,1.0,2.0,112.0,Frankston City Council,South-Eastern Metropolitan,small
Frankston South,4,h,750000.0,S,6,LJ,4.0,2.0,3.0,205.0,Frankston City Council,South-Eastern Metropolitan,medium
Gisborne,3,h,515000.0,SP,4,Raine,3.0,2.0,1.0,116.0,Macedon Ranges Shire Council,Northern Victoria,small
Gladstone Park,4,h,825000.0,S,4,Jason,4.0,2.0,4.0,300.0,Hume City Council,Western Metropolitan,large
Gladstone Park,4,h,670000.0,PI,5,Raine,4.0,2.0,4.0,398.0,Hume City Council,Western Metropolitan,large
Glen Iris,2,u,700000.0,VB,3,Fletchers,1.0,2.0,1.0,81.0,Boroondara City Council,Southern Metropolitan,tiny
Glen Iris,2,h,1350000.0,VB,3,hockingstuart,2.0,1.0,2.0,395.0,Boroondara City Council,Southern Metropolitan,large
Glen Iris,2,u,985000.0,SP,2,Fletchers,2.0,1.0,1.0,127.0,Boroondara City Council,Southern Metropolitan,small
Glen Iris,3,t,505540.0,SP,10,Fletchers,2.0,2.0,0.0,283.0,Boroondara City Council,Southern Metropolitan,large
Glen Waverley,3,h,1100000.0,S,1,Ray,3.0,1.0,5.0,106.0,Monash City Council,Eastern Metropolitan,tiny
Glen Waverley,4,t,1170000.0,SA,5,Harcourts,4.0,2.0,2.0,143.0,Monash City Council,Eastern Metropolitan,small
Glen Waverley,4,t,551588.0,PI,1,Harcourts,2.0,1.0,1.0,93.0,Monash City Council,Eastern Metropolitan,tiny
Glen Waverley,4,t,969708.0,PI,6,hockingstuart,2.0,1.0,1.0,120.0,Monash City Council,Eastern Metropolitan,small
Glen Waverley,5,h,233992.0,SP,9,RW,5.0,3.0,2.0,255.0,Monash City Council,Eastern Metropolitan,medium
Glen Waverley,2,u,771000.0,S,8,Ray,1.0,1.0,0.0,558.0,Monash City Council,Eastern Metropolitan,extra-large
Glen Waverley,5,h,1296000.0,S,8,Fletchers,5.0,2.0,2.0,486.0,Monash City Council,Eastern Metropolitan,extra-large
Glen Waverley,3,h,1075000.0,S,5,Harcourts,3.0,1.0,2.0,123.0,Monash City Council,Eastern Metropolitan,small
Glenroy,3,h,612000.0,S,6,Stockdale,3.0,1.0,3.0,329.0,Moreland City Council,Northern Metropolitan,large
Glenroy,4,h,875000.0,SP,2,Brad,4.0,3.0,2.0,127.0,Moreland City Council,Northern Metropolitan,small
Glenroy,4,h,820000.0,SP,4,Stockdale,4.0,2.0,4.0,162.0,Moreland City Council,Northern Metropolitan,medium
Glenroy,2,u,783999.0,PI,0,Barry,2.0,1.0,0.0,65.0,Moreland City Council,Northern Metropolitan,tiny
Glenroy,3,u,571948.0,PI,1,Barry,2.0,1.0,1.0,75.0,Moreland City Council,Northern Metropolitan,tiny
Glenroy,3,t,557500.0,S,8,Stockdale,1.0,2.0,0.0,234.0,Moreland City Council,Northern Metropolitan,medium
Glenroy,3,h,780000.0,SP,2,RW,3.0,1.0,3.0,90.0,Moreland City Council,Northern Metropolitan,tiny
Glenroy,4,h,1200000.0,S,2,Barry,4.0,2.0,2.0,240.0,Moreland City Council,Northern Metropolitan,medium
Gowanbrae,4,h,900000.0,VB,3,Nelson,4.0,2.0,2.0,243.0,Moreland City Council,Western Metropolitan,medium
Gowanbrae,4,h,980000.0,VB,0,Nelson,4.0,2.0,2.0,290.0,Moreland City Council,Western Metropolitan,large
Greensborough,3,h,717500.0,S,10,Buckingham,3.0,1.0,2.0,117.0,Banyule City Council,Northern Metropolitan,small
Greensborough,3,t,705000.0,PI,10,Buckingham,1.0,2.0,1.0,436.0,Banyule City Council,Northern Metropolitan,extra-large
Greenvale,4,h,1260000.0,S,4,YPA,4.0,3.0,3.0,511.0,Hume City Council,Northern Metropolitan,extra-large
Greenvale,4,h,805000.0,S,10,Stockdale,4.0,2.0,4.0,260.0,Hume City Council,Northern Metropolitan,large
Hadfield,3,h,788000.0,S,9,Barry,3.0,1.0,2.0,231.0,Moreland City Council,Northern Metropolitan,medium
Hadfield,4,h,925000.0,S,3,Stockdale,4.0,2.0,2.0,207.0,Moreland City Council,Northern Metropolitan,medium
Hallam,3,h,645000.0,SP,9,O'Brien,3.0,2.0,2.0,124.0,Casey City Council,South-Eastern Metropolitan,small
Hallam,3,h,612000.0,S,10,Harcourts,3.0,1.0,1.0,119.0,Casey City Council,South-Eastern Metropolitan,small
Hampton,3,t,1100000.0,SP,4,Buxton,1.0,2.0,0.0,333.0,Bayside City Council,Southern Metropolitan,large
Hampton,2,u,815250.0,S,0,Charlton,1.0,1.0,0.0,599.0,Bayside City Council,Southern Metropolitan,extra-large
Hampton,3,t,1860000.0,S,5,Buxton,2.0,1.0,1.0,350.0,Bayside City Council,Southern Metropolitan,large
Hawthorn,4,h,3220000.0,SP,7,WHITEFOX,4.0,2.0,4.0,291.0,Boroondara City Council,Southern Metropolitan,large
Hawthorn,2,u,490000.0,S,3,Marshall,1.0,2.0,0.0,24.0,Boroondara City Council,Southern Metropolitan,tiny
Hawthorn,2,u,430000.0,PI,8,hockingstuart,1.0,1.0,1.0,522.0,Boroondara City Council,Southern Metropolitan,extra-large
Hawthorn East,1,u,390000.0,VB,6,Jellis,1.0,2.0,0.0,534.0,Boroondara City Council,Southern Metropolitan,extra-large
Hawthorn East,2,h,1055000.0,S,6,Marshall,2.0,1.0,0.0,72.0,Boroondara City Council,Southern Metropolitan,tiny
Hawthorn East,2,u,1129849.0,PI,9,Noel,1.0,1.0,0.0,95.0,Boroondara City Council,Southern Metropolitan,tiny
Hawthorn East,3,t,625899.0,VB,7,Marshall,2.0,1.0,1.0,303.0,Boroondara City Council,Southern Metropolitan,large
Heathmont,4,h,1030000.0,S,4,Philip,4.0,2.0,1.0,408.0,Maroondah City Council,Eastern Metropolitan,large
Heidelberg,3,h,1450000.0,PI,8,Miles,3.0,1.0,2.0,136.0,Banyule City Council,Eastern Metropolitan,small
Heidelberg Heights,2,h,760000.0,PI,4,Nelson,2.0,1.0,1.0,85.0,Banyule City Council,Eastern Metropolitan,tiny
Heidelberg Heights,3,h,945000.0,S,0,Collings,3.0,2.0,3.0,146.0,Banyule City Council,Eastern Metropolitan,small
Heidelberg West,3,h,320744.0,S,8,Jellis,3.0,1.0,1.0,92.0,Banyule City Council,Eastern Metropolitan,tiny
Heidelberg West,3,h,1265000.0,S,10,William,3.0,1.0,1.0,133.0,Banyule City Council,Eastern Metropolitan,small
Heidelberg West,2,u,450000.0,S,8,Buckingham,1.0,2.0,1.0,197.0,Banyule City Council,Eastern Metropolitan,medium
Heidelberg West,3,h,823000.0,S,2,Miles,3.0,1.0,2.0,91.0,Banyule City Council,Eastern Metropolitan,tiny
Heidelberg West,3,h,593000.0,S,10,Nelson,3.0,1.0,2.0,591.0,Banyule City Council,Eastern Metropolitan,extra-large
Heidelberg West,3,h,223996.0,VB,9,Flannagan,3.0,2.0,1.0,195.0,Banyule City Council,Eastern Metropolitan,medium
Hillside,3,u,502000.0,S,5,Barry,1.0,2.0,0.0,569.0,Brimbank City Council,Western Metropolitan,extra-large
Hillside,4,h,727000.0,S,5,Barry,4.0,2.0,2.0,195.0,Brimbank City Council,Western Metropolitan,medium
Hillside,4,h,707500.0,S,0,O'Brien,4.0,2.0,4.0,181.0,Brimbank City Council,Western Metropolitan,medium
Hoppers Crossing,4,h,750000.0,S,10,hockingstuart,4.0,1.0,2.0,500.0,Wyndham City Council,Western Metropolitan,extra-large
Hoppers Crossing,3,h,581000.0,S,8,hockingstuart,3.0,1.0,0.0,272.0,Wyndham City Council,Western Metropolitan,large
Hoppers Crossing,3,h,575000.0,SP,5,Reliance,3.0,2.0,2.0,318.0,Wyndham City Council,Western Metropolitan,large
Hoppers Crossing,2,u,372000.0,S,4,Burnham,1.0,2.0,1.0,507.0,Wyndham City Council,Western Metropolitan,extra-large
Hoppers Crossing,3,h,540500.0,S,8,Ray,3.0,2.0,1.0,128.0,Wyndham City Council,Western Metropolitan,small
Hughesdale,2,h,675000.0,S,3,Purplebricks,2.0,1.0,0.0,209.0,Monash City Council,Southern Metropolitan,medium
Huntingdale,3,h,1100000.0,SP,1,Ray,3.0,1.0,2.0,127.0,Monash City Council,Southern Metropolitan,small
Ivanhoe,3,h,702967.0,SP,8,Miles,3.0,2.0,0.0,215.0,Banyule City Council,Eastern Metropolitan,medium
Kealba,3,h,650000.0,S,5,Prof.,3.0,2.0,2.0,184.0,Brimbank City Council,Western Metropolitan,medium
Keilor Downs,4,h,680000.0,PI,6,Barry,4.0,2.0,3.0,156.0,Brimbank City Council,Western Metropolitan,small
Keilor Downs,4,h,750000.0,PI,3,Brad,4.0,2.0,2.0,240.0,Brimbank City Council,Western Metropolitan,medium
Keilor East,4,h,790000.0,VB,1,Nelson,4.0,2.0,2.0,177.0,Brimbank City Council,Western Metropolitan,medium
Keilor East,3,h,640000.0,SP,3,Nelson,3.0,1.0,1.0,132.0,Brimbank City Council,Western Metropolitan,small
Keilor East,4,h,1150000.0,VB,1,Barry,4.0,2.0,2.0,265.0,Brimbank City Council,Western Metropolitan,large
Keilor East,5,h,1022000.0,SP,9,Moonee,5.0,2.0,1.0,215.0,Brimbank City Council,Western Metropolitan,medium
Keilor East,3,h,1450000.0,VB,3,Jellis,3.0,3.0,2.0,413.0,Brimbank City Council,Western Metropolitan,large
Keilor East,5,h,800000.0,S,8,Nelson,5.0,2.0,1.0,466.0,Brimbank City Council,Western Metropolitan,extra-large
Keilor Park,3,h,752000.0,S,9,Stockdale,3.0,1.0,7.0,224.0,Brimbank City Council,Western Metropolitan,medium
Kensington,2,h,881000.0,S,1,Rendina,2.0,1.0,1.0,46.0,Melbourne City Council,Northern Metropolitan,tiny
Kew,3,h,1909000.0,S,6,Nelson,3.0,1.0,2.0,23.0,Boroondara City Council,Southern Metropolitan,tiny
Keysborough,4,h,800000.0,S,10,Barry,4.0,2.0,2.0,160.0,Greater Dandenong City Council,South-Eastern Metropolitan,small
Keysborough,3,h,775000.0,S,8,Barry,3.0,2.0,2.0,531.0,Greater Dandenong City Council,South-Eastern Metropolitan,extra-large
Keysborough,3,h,661941.0,PI,4,Barry,3.0,2.0,2.0,118.0,Greater Dandenong City Council,South-Eastern Metropolitan,small
Kilsyth,3,h,701500.0,S,9,Jellis,3.0,2.0,2.0,120.0,Maroondah City Council,Eastern Metropolitan,small
Kilsyth,3,h,657000.0,S,4,Fletchers,3.0,1.0,1.0,107.0,Maroondah City Council,Eastern Metropolitan,small
Kings Park,4,h,531357.0,PN,2,YPA,4.0,2.0,2.0,137.0,Brimbank City Council,Western Metropolitan,small
Kings Park,3,h,667000.0,S,9,YPA,3.0,1.0,2.0,140.0,Brimbank City Council,Western Metropolitan,small
Kingsbury,3,h,945000.0,S,2,Barry,3.0,2.0,2.0,275.0,Darebin City Council,Northern Metropolitan,large
Kingsville,3,h,1160000.0,SP,3,Jas,3.0,1.0,1.0,168.0,Maribyrnong City Council,Western Metropolitan,medium
Knoxfield,3,h,795000.0,SP,4,Harcourts,3.0,2.0,0.0,123.0,Knox City Council,Eastern Metropolitan,small
Knoxfield,3,h,1167803.0,PI,5,Barry,3.0,2.0,2.0,114.0,Knox City Council,Eastern Metropolitan,small
Knoxfield,3,u,829531.0,PI,4,Philip,1.0,2.0,1.0,255.0,Knox City Council,Eastern Metropolitan,medium
Lalor,4,h,755000.0,PI,8,Love,4.0,2.0,4.0,173.0,Whittlesea City Council,Northern Metropolitan,medium
Lalor,3,h,565000.0,S,4,Barry,3.0,1.0,2.0,415.0,Whittlesea City Council,Northern Metropolitan,extra-large
Lalor,3,h,779000.0,S,1,Raine,3.0,1.0,2.0,184.0,Whittlesea City Council,Northern Metropolitan,medium
Lalor,2,u,350000.0,S,6,Love,2.0,2.0,1.0,176.0,Whittlesea City Council,Northern Metropolitan,medium
Langwarrin,2,u,337000.0,SP,1,Aquire,2.0,1.0,0.0,315.0,Frankston City Council,Eastern Victoria,large
Langwarrin,4,h,672000.0,SP,7,HAR,4.0,2.0,2.0,127.0,Frankston City Council,Eastern Victoria,small
Laverton,3,h,557500.0,S,2,S&L,3.0,1.0,1.0,95.0,Hobsons Bay City Council,Western Metropolitan,tiny
Lilydale,3,h,655000.0,S,9,McGrath,2.0,2.0,0.0,462.0,Yarra Ranges Shire Council,Eastern Victoria,extra-large
Lower Plenty,2,h,378594.0,SP,0,Emerson,1.0,1.0,1.0,332.0,Banyule City Council,Eastern Metropolitan,large
Lower Plenty,5,h,2287500.0,S,3,Morrison,5.0,3.0,2.0,309.0,Banyule City Council,Eastern Metropolitan,large
MacLeod,2,u,717000.0,S,5,Darren,1.0,2.0,1.0,341.0,Banyule City Council,Northern Metropolitan,large
